parent,node,branch.length,label,group,date,date_CI,Region.x,isTip,x,y,branch,angle,NCBI.accession,Sample.collection.date,Host.species,Region.y,Province,Municipality,Barangay,Location,source,corrected_date,decimal_date,outbreak,id_case,membership,lineage,lineage_chain,maddog,ACRdates
187,31,0.03309,RV/R4A.PHL/2004/Z-04-480,0,2004,NA,Calabarzon,TRUE,2004.074004,36,2004.057459,76.23529412,AB563797,2004,Canis lupus familiaris,Calabarzon,Laguna,NA,NA,"Region4A, Laguna",rabv-glue,1/1/04,2004,Other,NA,NA,NA,NA,NA,28-Jan-04
187,32,3.03309,RV/R4A.PHL/2007/Z-07-243,0,2007,NA,Calabarzon,TRUE,2007.074004,37,2005.557459,78.35294118,AB563833,2007,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region4A, Cavite",rabv-glue,1/1/07,2007,Other,NA,NA,NA,NA,NA,28-Jan-07
187,33,3.03309,RV/R4A.PHL/2007/Z-07-330,0,2007,NA,Calabarzon,TRUE,2007.074004,38,2005.557459,80.47058824,AB563837,2007,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region4A, Cavite",rabv-glue,1/1/07,2007,Other,NA,NA,NA,NA,NA,28-Jan-07
187,34,2.03309,RV/R4A.PHL/2006/Z-06-348,0,2006,NA,Calabarzon,TRUE,2006.074004,39,2005.057459,82.58823529,AB563826,2006,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region4A, Cavite",rabv-glue,1/1/06,2006,Other,NA,NA,NA,NA,NA,28-Jan-06
189,35,1.39525,Z-12-088,0,2012,NA,National Capital Region|Calabarzon,TRUE,2012.074004,42,2011.376379,88.94117647,MN726843,2012,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/12,2012,Other,NA,NA,NA,NA,NA,28-Jan-12
189,36,2.66648,Z-13-071,0,2013.27,NA,National Capital Region,TRUE,2013.345234,43,2012.011994,91.05882353,MN726871,10-Apr-13,Canis familiaris,National Capital Region,Metropolitan Manila,NA,Golden Acres,Las Pinas,this paper,4/10/13,2013.271233,Other,NA,NA,NA,NA,NA,7-May-13
188,37,3.33592,Z-13-094,0,2013.35,NA,Calabarzon,TRUE,2013.427424,41,2011.759464,86.82352941,MN726838,10-May-13,Canis familiaris,Calabarzon,Cavite,NA,Palico II,Imus,this paper,5/10/13,2013.353425,Other,NA,NA,NA,NA,NA,6-Jun-13
187,38,4.01665,Z-07-407,0,2007.98,NA,National Capital Region,TRUE,2008.057564,40,2006.049239,84.70588235,NA,26-Dec-07,Canis familiaris,National Capital Region,Metropolitan Manila,NA,Southland Talon 1,Las Pinas,this paper,12/26/07,2007.983562,Other,NA,NA,NA,NA,NA,22-Jan-08
186,39,0.95435,RV/R4A.PHL/2004/Z-04-420,0,2004,NA,Calabarzon,TRUE,2004.074004,34,2003.596829,72,AB563795,2004,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region 4A, Cavite",rabv-glue,1/1/04,2004,Other,NA,NA,NA,NA,NA,28-Jan-04
186,40,0.95435,RV/R4A.PHL/2004/Z-04-389,0,2004,NA,Calabarzon,TRUE,2004.074004,35,2003.596829,74.11764706,AB563793,2004,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region 4A, Cavite",rabv-glue,1/1/04,2004,Other,NA,NA,NA,NA,NA,28-Jan-04
195,41,3.75796,Z-14-138,0,2014,NA,National Capital Region,TRUE,2014.074004,49,2012.195024,103.7647059,MN726866,2014,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/14,2014,Other,NA,NA,NA,NA,NA,28-Jan-14
195,42,2.75796,Z-13-002,0,2013,NA,National Capital Region,TRUE,2013.074004,50,2011.695024,105.8823529,MN726836,2013,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/13,2013,Other,NA,NA,NA,NA,NA,28-Jan-13
194,43,9.3589,Z-13-096,0,2013.36,NA,National Capital Region,TRUE,2013.432904,47,2008.753454,99.52941176,MN726869,12-May-13,Felis catus,National Capital Region,Metropolitan Manila,NA,Bf International,Las Pinas,this paper,5/12/13,2013.358904,Other,NA,NA,NA,NA,NA,8-Jun-13
194,44,0,V1373PHIL,0,2004,2003.0|2004.0,National Capital Region,TRUE,2004.074004,48,2004.074004,101.6470588,DQ275549,2004,Canis familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/04,2004,Other,NA,NA,NA,NA,NA,28-Jan-04
193,45,9.27671,Z-13-073,0,2013.28,NA,National Capital Region,TRUE,2013.350714,46,2008.712359,97.41176471,NA,12-Apr-13,Canis familiaris,National Capital Region,Metropolitan Manila,NA,Bf Homes,Paranaque,this paper,4/12/13,2013.276712,Other,NA,NA,NA,NA,NA,9-May-13
192,46,8,RV/R3.PHL/2012/TRa-303,0,2012,NA,Ilocos Region,TRUE,2012.074004,45,2008.074004,95.29411765,LC018483,2012,Canis lupus familiaris,Central Luzon,Bulacan,NA,NA,"III, Bulacan",rabv-glue,1/1/12,2012,Other,NA,NA,NA,NA,NA,28-Jan-12
191,47,5.26575,Z-09-94,0,2009.27,NA,National Capital Region,TRUE,2009.339754,44,2006.706879,93.17647059,NA,8-Apr-09,Canis familiaris,National Capital Region,Metropolitan Manila,NA,Brgy 191,Pasay,this paper,4/8/09,2009.265753,Other,NA,NA,NA,NA,NA,5-May-09
198,48,1.43836,Z-13-134,0,2013.44,NA,National Capital Region,TRUE,2013.512354,53,2012.793174,112.2352941,NA,10-Jun-13,Canis familiaris,National Capital Region,Metropolitan Manila,NA,"Sto. Nino Vill.,Tunasan",Muntinlupa,this paper,6/10/13,2013.438356,Other,NA,NA,NA,NA,NA,7-Jul-13
198,49,0,Z-12-134,0,2012,2011.11|2012.0,National Capital Region,TRUE,2012.073994,54,2012.073994,114.3529412,MN726874,2012,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/12,2012,Other,NA,NA,NA,NA,NA,28-Jan-12
197,50,5.41783,Z-14-126,0,2014.41,NA,National Capital Region,TRUE,2014.484954,52,2011.776039,110.1176471,NA,31-May-14,Canis familiaris,National Capital Region,Metropolitan Manila,NA,Talon 5,Las Pinas,this paper,5/31/14,2014.410959,Other,NA,NA,NA,NA,NA,27-Jun-14
200,51,2.07102,Z-13-161,0,2013.55,NA,Calabarzon,TRUE,2013.621944,60,2012.586434,127.0588235,NA,20-Jul-13,Canis familiaris,Calabarzon,Laguna,NA,Pansol,Calamba,this paper,7/20/13,2013.547945,Other,NA,NA,NA,NA,NA,16-Aug-13
200,52,4.52308,RADDL1-16-154,0,2016,NA,National Capital Region|Calabarzon,TRUE,2016.074004,61,2013.812464,129.1764706,MN726857,2016,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/16,2016,Other,NA,NA,NA,NA,NA,28-Jan-16
201,53,1,RV/R1.PHL/2013/TRa-573,0,2013,NA,Ilocos Region,TRUE,2013.074004,62,2012.574004,131.2941176,LC068943,2013,Canis lupus familiaris,Ilocos Region,La Union,NA,NA,"Region I, La Union",rabv-glue,1/1/13,2013,Other,NA,NA,NA,NA,NA,28-Jan-13
201,54,0,RV/R1.PHL/2012/TRa-382,0,2012,2011.07|2012.0,Ilocos Region,TRUE,2012.074004,63,2012.074004,133.4117647,LC018532,2012,Canis lupus familiaris,Ilocos Region,La Union,NA,NA,"I, La Union",rabv-glue,1/1/12,2012,Other,NA,NA,NA,NA,NA,28-Jan-12
199,55,5,RV/R1.PHL/2009/TRa-209,0,2009,NA,Ilocos Region,TRUE,2009.074004,55,2006.574004,116.4705882,AB563982,2009,Canis lupus familiaris,Ilocos Region,Pangasinan,NA,NA,"Region1, Pangasinan",rabv-glue,1/1/09,2009,Other,NA,NA,NA,NA,NA,28-Jan-09
199,56,2,RV/R4A.PHL/2006/Z-06-362,0,2006,NA,Calabarzon,TRUE,2006.074004,56,2005.074004,118.5882353,AB563829,2006,Canis lupus familiaris,Calabarzon,Batangas,NA,NA,"Region4A, Batangas",rabv-glue,1/1/06,2006,Other,NA,NA,NA,NA,NA,28-Jan-06
199,57,2,RV/R4A.PHL/2006/Z-06-163,0,2006,NA,Calabarzon,TRUE,2006.074004,57,2005.074004,120.7058824,AB563819,2006,Canis lupus familiaris,Calabarzon,Laguna,NA,NA,"Region4A, Laguna",rabv-glue,1/1/06,2006,Other,NA,NA,NA,NA,NA,28-Jan-06
203,58,11.4258,Z-17-174,0,2017.73,NA,National Capital Region,TRUE,2017.800014,64,2012.087114,135.5294118,NA,23-Sep-17,Canis familiaris,National Capital Region,Metropolitan Manila,NA,Poblacion,Muntinlupa,this paper,9/23/17,2017.726027,Other,NA,NA,NA,NA,NA,20-Oct-17
203,59,8.6998,Z-15-001,0,2015,NA,Calabarzon,TRUE,2015.074014,65,2010.724114,137.6470588,MN726846,1-Jan-15,Canis familiaris,Calabarzon,Rizal,NA,Bagumbayan,Pililla,this paper,1/1/15,2015,Other,NA,NA,NA,NA,NA,28-Jan-15
204,60,6.20391,Z-17-193,0,2017.78,NA,Calabarzon,TRUE,2017.854834,66,2014.752879,139.7647059,NA,13-Oct-17,Canis familiaris,Calabarzon,Quezon,NA,Binonoan,Infanta,this paper,10/13/17,2017.780822,Other,NA,NA,NA,NA,NA,9-Nov-17
204,61,4.42309,Z-16-186,0,2016,NA,National Capital Region|Calabarzon,TRUE,2016.074014,67,2013.862469,141.8823529,MN726858,2016,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/16,2016,Other,NA,NA,NA,NA,NA,28-Jan-16
205,62,0.49518,Z-07-398,0,2007.96,NA,Calabarzon,TRUE,2008.038394,68,2007.790804,144,NA,19-Dec-07,Canis familiaris,Calabarzon,Laguna,NA,Paciano Rizal,Calamba,this paper,12/19/07,2007.964384,Other,NA,NA,NA,NA,NA,15-Jan-08
206,63,1.60412,RV/R4A.PHL/2012/TRa-404,0,2012,NA,Calabarzon,TRUE,2012.074004,69,2011.271944,146.1176471,LC018544,2012,Canis lupus familiaris,Calabarzon,Batangas,NA,NA,"IV-A, Batangas",rabv-glue,1/1/12,2012,Other,NA,NA,NA,NA,NA,28-Jan-12
208,64,1.76551,Z-14-098,0,2014.32,NA,Calabarzon,TRUE,2014.397294,73,2013.514539,154.5882353,NA,29-Apr-14,Canis familiaris,Calabarzon,Batangas,NA,Dita,Cuenca,this paper,4/29/14,2014.323288,Other,NA,NA,NA,NA,NA,26-May-14
209,65,1.37718,Z-16-082,0,2016.39,NA,Calabarzon,TRUE,2016.467444,74,2015.778854,156.7058824,MN726868,24-May-16,Canis familiaris,Calabarzon,Laguna,NA,Caingin,Sta. Rosa,this paper,5/24/16,2016.393443,Other,NA,NA,NA,NA,NA,19-Jun-16
213,66,0.34453,Z-22-121,0,2022.96,NA,Southwestern Tagalog Region,TRUE,2023.038394,78,2022.866129,165.1764706,NA,19-Dec-22,Canis familiaris,Southwestern Tagalog Region,Romblon,NA,Carmen,San Agustin,this paper,12/19/22,2022.964384,Romblon_new,10,2,3,chain3,Asian SEA4_A1.1,15-Jan-23
213,67,0.46234,4B-23-04,0,2023.08,NA,Southwestern Tagalog Region,TRUE,2023.156204,79,2022.925034,167.2941176,NA,31-Jan-23,Canis familiaris,Southwestern Tagalog Region,Romblon,NA,Carmen,San Agustin,this paper,1/31/23,2023.082192,Romblon_new,22,2,3,chain3,Asian SEA4_A1.1,27-Feb-23
212,68,0.56776,4B-23-03,0,2023.06,NA,Southwestern Tagalog Region,TRUE,2023.131544,77,2022.847664,163.0588235,NA,22-Jan-23,Canis familiaris,Southwestern Tagalog Region,Romblon,NA,Sugod,San Agustin,this paper,1/22/23,2023.057534,Romblon_new,18,2,3,chain3,Asian SEA4_A1.1,18-Feb-23
211,69,0.85943,Z-17-046,0,2017.18,NA,Calabarzon,TRUE,2017.249354,76,2016.819639,160.9411765,NA,6-Mar-17,Canis familiaris,Calabarzon,Batangas,NA,Bgy. San Fernando,Sto. Tomas,this paper,3/6/17,2017.175342,Other,NA,NA,NA,NA,NA,2-Apr-17
210,70,6.63671,4A-22-203,0,2022.11,NA,Calabarzon,TRUE,2022.186344,75,2018.867989,158.8235294,NA,11-Feb-22,Canis familiaris,Calabarzon,Quezon,NA,Guiang-Guiang,Lucena,this paper,2/11/22,2022.112329,Other,NA,NA,NA,NA,NA,10-Mar-22
214,71,0.30027,Z-12-012,0,2012.04,NA,Calabarzon,TRUE,2012.114994,71,2011.964859,150.3529412,NA,16-Jan-12,Canis familiaris,Calabarzon,Batangas,NA,Sulpoc,Tanauan,this paper,1/16/12,2012.040984,Other,NA,NA,NA,NA,NA,11-Feb-12
214,72,0.25928,Z12-012,0,2012,NA,Calabarzon,TRUE,2012.074004,72,2011.944364,152.4705882,MN726867,2012,Canis lupus familiaris,NA,NA,NA,NA,-,rabv-glue,1/1/12,2012,Other,NA,NA,NA,NA,NA,28-Jan-12
206,73,0.60412,RV/R4A.PHL/2011/TRa-393,0,2011,NA,Calabarzon,TRUE,2011.074004,70,2010.771944,148.2352941,LC018536,2011,Canis lupus familiaris,Calabarzon,Laguna,NA,NA,"IV-A, Laguna",rabv-glue,1/1/11,2011,Other,NA,NA,NA,NA,NA,28-Jan-11
199,74,2,RV/R4A.PHL/2006/Z-06-342,0,2006,NA,Calabarzon,TRUE,2006.074004,58,2005.074004,122.8235294,AB563824,2006,Canis lupus familiaris,Calabarzon,Laguna,NA,NA,"Region4A, Laguna",rabv-glue,1/1/06,2006,Other,NA,NA,NA,NA,NA,28-Jan-06
199,75,0,RV/NCR.PHL/2004/Z-04-522,0,2004,2003.24|2004.0,National Capital Region,TRUE,2004.074004,59,2004.074004,124.9411765,AB683584,2004,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/04,2004,Other,NA,NA,NA,NA,NA,28-Jan-04
196,76,1.95435,RV/NCR.PHL/2005/Z-05-466,0,2005,NA,National Capital Region,TRUE,2005.074004,51,2004.096829,108,AB563816,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other,NA,NA,NA,NA,NA,28-Jan-05
184,77,4.95435,RV/R3.PHL/2008/TRa-063,0,2008,NA,Central Luzon,TRUE,2008.074004,27,2005.596829,57.17647059,AB563882,2008,Canis lupus familiaris,Central Luzon,Nueva Ecija,NA,NA,"Region3, Nueva Ecija",rabv-glue,1/1/08,2008,Other,NA,NA,NA,NA,NA,28-Jan-08
184,78,1.95435,RV/NCR.PHL/2005/Z-05-149,0,2005,NA,National Capital Region,TRUE,2005.074004,28,2004.096829,59.29411765,AB563805,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other,NA,NA,NA,NA,NA,28-Jan-05
184,79,0.95435,RV/R4A.PHL/2004/Z-04-042,0,2004,NA,Calabarzon,TRUE,2004.074004,29,2003.596829,61.41176471,AB563791,2004,Canis lupus familiaris,Calabarzon,Cavite,NA,NA,"Region4A, Cavite",rabv-glue,1/1/04,2004,Other,NA,NA,NA,NA,NA,28-Jan-04
217,80,0.9726,Z-07-403,0,2007.97,NA,Calabarzon,TRUE,2008.046604,82,2007.560304,173.6470588,NA,22-Dec-07,Canis familiaris,Calabarzon,Quezon,NA,Sampagutia Exit,Lucena,this paper,12/22/07,2007.972603,Other,NA,NA,NA,NA,NA,18-Jan-08
217,81,0,RV/R4A.PHL/2007/Z-07-252,0,2007,2006.18|2007.0,Calabarzon,TRUE,2007.074004,83,2007.074004,175.7647059,AB563834,2007,Canis lupus familiaris,Calabarzon,Quezon,NA,NA,"R4A, Quezon",rabv-glue,1/1/07,2007,Other,NA,NA,NA,NA,NA,28-Jan-07
217,82,5,RV/R4A.PHL/2012/TRa-398,0,2012,NA,Calabarzon,TRUE,2012.074004,84,2009.574004,177.8823529,LC018540,2012,Canis lupus familiaris,Calabarzon,Quezon,NA,NA,"IV-A, Quezon",rabv-glue,1/1/12,2012,Other,NA,NA,NA,NA,NA,28-Jan-12
218,83,5.97908,4A-22-98,0,2022.06,NA,Calabarzon,TRUE,2022.131554,80,2019.142014,169.4117647,NA,22-Jan-22,Canis familiaris,Calabarzon,Quezon,NA,Baguio,Tayabas,this paper,1/22/22,2022.057534,Other,NA,NA,NA,NA,NA,18-Feb-22
218,84,5.9462,4A-22-40,0,2022.02,NA,Calabarzon,TRUE,2022.098674,81,2019.125574,171.5294118,NA,10-Jan-22,Canis familiaris,Calabarzon,Batangas,NA,NA,Batangas,this paper,1/10/22,2022.024658,Other,NA,NA,NA,NA,NA,6-Feb-22
220,85,2.06187,Z-08-351,0,2008.95,NA,Calabarzon,TRUE,2009.019354,85,2007.988419,180,NA,12-Dec-08,Canis familiaris,Calabarzon,Cavite,NA,NA,GMA,this paper,12/12/08,2008.945355,Other,NA,NA,NA,NA,NA,8-Jan-09
220,86,0.17679,Z-07-22,0,2007.06,NA,Calabarzon,TRUE,2007.134274,86,2007.045879,182.1176471,NA,23-Jan-07,Canis familiaris,Calabarzon,Cavite,NA,Tierra Nevada,Amadeo,this paper,1/23/07,2007.060274,Other,NA,NA,NA,NA,NA,19-Feb-07
221,87,1.95435,RV/NCR.PHL/2005/Z-05-396,0,2005,NA,National Capital Region,TRUE,2005.074004,87,2004.096829,184.2352941,AB563813,2005,Canis lupus familiaris,National Capital Region,Metropolitan Manila,NA,NA,"NCR, Metro Manila",rabv-glue,1/1/05,2005,Other,NA,NA,NA,NA,NA,28-Jan-05
221,88,8.95435,RV/R4A.PHL/2012/TRa-401,0,2012,NA,Calabarzon,TRUE,2012.074004,88,2007.596829,186.3529412,LC018542,2012,Canis lupus familiaris,Calabarzon,Batangas,NA,NA,"IV-A, Batangas",rabv-glue,1/1/12,2012,Other,NA,NA,NA,NA,NA,28-Jan-12
222,89,0.55342,Z-06-295,0,2006.55,NA,Calabarzon,TRUE,2006.627424,89,2006.350714,188.4705882,NA,22-Jul-06,Canis familiaris,Calabarzon,Batangas,NA,Lucsuhin,Calatagan,this paper,7/22/06,2006.553425,Other,NA,NA,NA,NA,NA,18-Aug-06
